"","Número de CUI","Fecha del delito","Hora del delito","Estado","Municipio","Latitud","Longitud","Sexo de la Víctima","Edad de la víctima","tiempo_num","hora_delito","hora"
"1835","6644/2019","04/08/19","10:40:00 p. m.","ZACATECAS","GUADALUPE","22.7292673","-102.4760304","Hombre","25",10H 40M 0S,22H 40M 0S,22
"1836","6754/2019","04/08/19","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7510088","-102.6001433","Hombre","69",6H 0M 0S,18H 0M 0S,18
"1837","6673/2019","04/08/19","05:45:00 p. m.","ZACATECAS","ZACATECAS","22.6479444","-102.9757638","Hombre","53",5H 45M 0S,17H 45M 0S,17
"1838","6674/2019","04/08/19","09:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Mujer","39",9H 0M 0S,21H 0M 0S,21
"1839","6751/2019","05/08/19","10:00:00","ZACATECAS","GUADALUPE","22.7148468","-102.4860096","Hombre","46",10H 0M 0S,10H 0M 0S,10
"1840","6728/2019","05/08/19","23:30:00","ZACATECAS","ZACATECAS","25.5428443","-103.4067861","Hombre","25",23H 30M 0S,23H 30M 0S,23
"1841","6735/2019","05/08/19","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7728505","-102.531276","Mujer","72",2H 0M 0S,14H 0M 0S,14
"1842","6733/2019","05/08/19","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7711289","-102.4863079","Hombre","31",11H 0M 0S,23H 0M 0S,23
"1843","7730/2019","05/08/19","4:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","46",4H 0M 0S,4H 0M 0S,4
"1844","6767/2019","06/08/19","08:05:00 a. m.","ZACATECAS","GUADALUPE","22.75587","-102.537713","Hombre","28",8H 5M 0S,8H 5M 0S,8
"1845","6774/2019","07/08/19","2:00:00","ZACATECAS","GUADALUPE","22.7540385","-102.4973663","Mujer","46",2H 0M 0S,2H 0M 0S,2
"1846","6777/2019","07/08/19","15:00:00","ZACATECAS","ZACATECAS","22.7671786","-102.5757642","Mujer","54",15H 0M 0S,15H 0M 0S,15
"1847","6842/2019","07/08/19","0:00:00","ZACATECAS","GUADALUPE","22.765679","-102.534149","Hombre","44",0S,0S,0
"1848","6896/2019","07/08/19","09:30:00 p. m.","ZACATECAS","GUADALUPE","22.7580671","-102.50568","Hombre","30",9H 30M 0S,21H 30M 0S,21
"1849","6811/2019","08/08/19","11:00:00","ZACATECAS","GUADALUPE","22.7561501","-102.4942381","Mujer","65",11H 0M 0S,11H 0M 0S,11
"1850","6789/2019","08/08/19","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7661414","-102.5391678","Hombre","21",8H 0M 0S,8H 0M 0S,8
"1851","6848/2019","08/08/19","08:45:00 p. m.","ZACATECAS","GUADALUPE","22.7582024","-102.5418139","Hombre","47",8H 45M 0S,20H 45M 0S,20
"1852","2669/2018","09/08/19","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.7461786","-102.5913005","Hombre","46",11H 0M 0S,11H 0M 0S,11
"1853","6862/2019","09/08/19","05:30:00 a. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","68",5H 30M 0S,5H 30M 0S,5
"1854","6844/2019","09/08/19","06:30:00 a. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","49",6H 30M 0S,6H 30M 0S,6
"1855","1097/2019","10/08/19","07:45:00 p. m.","ZACATECAS","GUADALUPE","22.7607111","-102.5476367","Hombre","35",7H 45M 0S,19H 45M 0S,19
"1856","6924/2019","10/08/19","07:00:00 p. m.","ZACATECAS","ZACATECAS","22.7686858","-102.5780422","Mujer","54",7H 0M 0S,19H 0M 0S,19
"1857","6915/2019","11/08/19","11:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Mujer","35",11H 0M 0S,23H 0M 0S,23
"1858","6904/2019","11/08/19","12:05:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","29",12H 5M 0S,24H 5M 0S,24
"1859","1548/2020","11/08/19","12:40:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Mujer","44",12H 40M 0S,12H 40M 0S,12
"1860","6970/2019","12/08/19","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7663745","-102.5013373","Hombre","36",10H 0M 0S,10H 0M 0S,10
"1861","6925/2019","12/08/19","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7547703","-102.4876352","Hombre","48",8H 0M 0S,8H 0M 0S,8
"1862","7004/2019","14/08/19","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.7655861","-102.5831566","Hombre","50",11H 0M 0S,11H 0M 0S,11
"1863","7083/2019","14/08/19","14:20:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","64",14H 20M 0S,14H 20M 0S,14
"1864","7845/2019","15/08/19","7:00:00","ZACATECAS","ZACATECAS","22.7579178","-102.5921185","Mujer","35",7H 0M 0S,7H 0M 0S,7
"1865","7074/2019","15/08/19","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7726652","-102.5438959","Hombre","31",9H 0M 0S,21H 0M 0S,21
"1866","5159/2019","15/08/19","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7480068","-102.517794","Mujer","30",11H 0M 0S,11H 0M 0S,11
"1867","7065/2019","15/08/19","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7836248","-102.5738947","Hombre","16",9H 0M 0S,21H 0M 0S,21
"1868","7060/2019","15/08/19","12:30:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","20",12H 30M 0S,24H 30M 0S,24
"1869","7116/2019","17/08/19","10:30:00","ZACATECAS","GUADALUPE","22.7835784","-102.4966494","Mujer","39",10H 30M 0S,10H 30M 0S,10
"1870","7115/2019","17/08/19","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7595367","-102.5032095","Mujer","50",5H 0M 0S,17H 0M 0S,17
"1871","7100/2019","18/08/19","09:00:00 p. m.","ZACATECAS","GUADALUPE","22.9094444","-102.4124999","Mujer","46",9H 0M 0S,21H 0M 0S,21
"1872","7110/2019","18/08/19","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7719286","-102.5329301","Hombre","41",11H 0M 0S,23H 0M 0S,23
"1873","7960/2019","18/08/19","16:00:00","ZACATECAS","ZACATECAS","22.7645514","-102.5465256","HOMBRE","26",16H 0M 0S,16H 0M 0S,16
"1874","7140/2019","19/08/19","8:50:00","ZACATECAS","ZACATECAS","22.752997","-102.5729767","Mujer","50",8H 50M 0S,8H 50M 0S,8
"1875","7146/2019","19/08/19","07:45:00 a. m.","ZACATECAS","GUADALUPE","22.7519741","-102.5352795","Mujer","54",7H 45M 0S,7H 45M 0S,7
"1876","7123/2019","19/08/19","3:00:00","ZACATECAS","ZACATECAS","22.7579924","-102.5730525","Hombre","49",3H 0M 0S,3H 0M 0S,3
"1877","7137/2019","20/08/19","6:00:00","ZACATECAS","ZACATECAS","22.7693415","-102.5717477","Hombre","30",6H 0M 0S,6H 0M 0S,6
"1878","7509/2019","20/08/19","10:40:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Mujer","21",10H 40M 0S,22H 40M 0S,22
"1879","588/2018","22/08/19","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.7615044","-102.4818773","Mujer","23",6H 0M 0S,6H 0M 0S,6
"1880","7242/2019","22/08/19","07:30:00 p. m.","ZACATECAS","ZACATECAS","22.7803412","-102.5724095","Hombre","49",7H 30M 0S,19H 30M 0S,19
"1881","7582/2019","22/08/19","07:57:00 a. m.","ZACATECAS","GUADALUPE","22.75649","-102.5077279","Mujer","35",7H 57M 0S,7H 57M 0S,7
"1882","7350/2019","22/08/19","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7680286","-102.57688","Mujer","27",6H 0M 0S,18H 0M 0S,18
"1883","7325/2019","22/08/19","2:00:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","30",2H 0M 0S,2H 0M 0S,2
"1884","7276/2019","23/08/19","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7499685","-102.5180644","Hombre","26",11H 0M 0S,11H 0M 0S,11
"1885","7327/2019","23/08/19","1:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","24",1H 0M 0S,1H 0M 0S,1
"1886","7953/2019","23/08/19","11:30:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","21",11H 30M 0S,23H 30M 0S,23
"1887","4395/2019","24/08/19","09:00:00 p. m.","ZACATECAS","GUADALUPE","22.7544756","-102.5343699","Mujer","40",9H 0M 0S,21H 0M 0S,21
"1888","7359/2019","24/08/19","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7544004","-102.5056172","Hombre","55",10H 0M 0S,22H 0M 0S,22
"1889","7363/2019","24/08/19","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.7516019","-102.6085845","Hombre","56",8H 0M 0S,8H 0M 0S,8
"1890","7587/2019","24/08/19","05:55:00 a. m.","ZACATECAS","ZACATECAS","22.7550229","-102.5728438","Hombre","44",5H 55M 0S,5H 55M 0S,5
"1891","7291/2019","25/08/19","05:40:00 p. m.","ZACATECAS","GUADALUPE","34.0194543","-118.4911912","Hombre","57",5H 40M 0S,17H 40M 0S,17
"1892","7287/2019","25/08/19","5:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","47",5H 0M 0S,5H 0M 0S,5
"1893","7308/2019","26/08/19","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.7685399","-102.5725301","Hombre","36",4H 0M 0S,16H 0M 0S,16
"1894","7405/2019","26/08/19","03:40:00 p. m.","ZACATECAS","ZACATECAS","22.7537518","-102.5785606","Mujer","54",3H 40M 0S,15H 40M 0S,15
"1895","7420/2019","26/08/19","08:00:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","63",8H 0M 0S,8H 0M 0S,8
"1896","7392/2019","27/08/19","8:00:00","ZACATECAS","ZACATECAS","22.7778696","-102.6130997","Hombre","64",8H 0M 0S,8H 0M 0S,8
"1897","7407/2019","27/08/19","23:30:00","ZACATECAS","ZACATECAS","22.7607761","-102.5574188","Hombre","43",23H 30M 0S,23H 30M 0S,23
"1898","7379/2019","27/08/19","01:52:00 p. m.","ZACATECAS","ZACATECAS","22.7700599","-102.6426287","Mujer","21",1H 52M 0S,13H 52M 0S,13
"1899","7375/2019","27/08/19","02:50:00 p. m.","ZACATECAS","ZACATECAS","22.7830862","-102.5694349","Hombre","35",2H 50M 0S,14H 50M 0S,14
"1900","7370/2019","27/08/19","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7529372","-102.518001","Hombre","38",1H 0M 0S,13H 0M 0S,13
"1901","7353/2019","27/08/19","12:30:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","32",12H 30M 0S,12H 30M 0S,12
"1902","7389/2019","27/08/19","20:30:00","ZACATECAS","ZACATECAS","22.7738855","-102.5825121","Hombre","33",20H 30M 0S,20H 30M 0S,20
"1903","1638/2019","28/08/19","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.76778","-102.574086","Hombre","20",12H 0M 0S,24H 0M 0S,24
"1904","7391/2019","28/08/19","8:00:00","ZACATECAS","GUADALUPE","22.7583379","-102.502741","Hombre","64",8H 0M 0S,8H 0M 0S,8
"1905","7402/2019","28/08/19","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7905555","-102.631667","Hombre","33",12H 0M 0S,24H 0M 0S,24
"1906","7408/2019","28/08/19","15:30:00","ZACATECAS","ZACATECAS","22.7769651","-102.5979283","Mujer","37",15H 30M 0S,15H 30M 0S,15
"1907","8908/2019","28/08/19","19:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre",NA,19H 0M 0S,19H 0M 0S,19
"1908","7947/2019","29/08/19","14:00:00","ZACATECAS","ZACATECAS","22.7845238","-102.6120482","Hombre","55",14H 0M 0S,14H 0M 0S,14
"1909","7445/2019","29/08/19","10:00:00 p. m.","ZACATECAS","ZACATECAS","22.7821803","-102.56233","Hombre","29",10H 0M 0S,22H 0M 0S,22
"1910","7497/2019","29/08/19","21:30:00","ZACATECAS","GUADALUPE","22.7654724","-102.55796","Hombre","34",21H 30M 0S,21H 30M 0S,21
"1911","7451/2019","29/08/19","08:30:00 a. m.","ZACATECAS","ZACATECAS","22.7684197","-102.5825082","Hombre","31",8H 30M 0S,8H 30M 0S,8
"1912","7443/2019","29/08/19","14:40:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","38",14H 40M 0S,14H 40M 0S,14
"1913","7468/2019","30/08/19","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7199999","-102.4713888","Hombre","52",8H 0M 0S,8H 0M 0S,8
"1914","7471/2019","30/08/19","01:00:00 a. m.","ZACATECAS","GUADALUPE","22.738595","-102.5190477","Hombre","18",1H 0M 0S,1H 0M 0S,1
"1915","7517/2019","30/08/19","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.6972222","-102.7419444","Hombre","48",8H 0M 0S,8H 0M 0S,8
"1916","7586/2019","30/08/19","07:40:00 p. m.","ZACATECAS","GUADALUPE","22.7596331","-102.5399338","Hombre","28",7H 40M 0S,19H 40M 0S,19
"1917","6516/2019","30/08/19","8:45:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","24",8H 45M 0S,8H 45M 0S,8
"1918","7636/2019","31/08/19","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.7537834","-102.5719687","Hombre","54",5H 0M 0S,17H 0M 0S,17
"1919","7518/2019","31/08/19","10:00:00 p. m.","ZACATECAS","ZACATECAS","22.7737367","-102.5719049","Mujer","53",10H 0M 0S,22H 0M 0S,22
"1920","7607/2019","31/08/19","18:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","45",18H 0M 0S,18H 0M 0S,18
"1921","7511/2020","31/08/19","12:00:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Mujer","53",12H 0M 0S,24H 0M 0S,24
"1922","7486/2019","31/08/19","11:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","25",11H 0M 0S,11H 0M 0S,11
"1923","7523/2019","01/09/19","22:00:00","ZACATECAS","ZACATECAS","22.772497","-102.5844961","Mujer","19",22H 0M 0S,22H 0M 0S,22
"1924","7534/2019","01/09/19","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7562209","-102.532395","Hombre","26",6H 0M 0S,18H 0M 0S,18
"1925","7526/2019","01/09/19","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7557199","-102.5195076","Mujer","50",10H 0M 0S,22H 0M 0S,22
"1926","8020/2019","01/09/19","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.7634701","-102.5120212","Mujer","48",8H 30M 0S,20H 30M 0S,20
"1927","7557/2019","01/09/19","10:30:00 a. m.","ZACATECAS","ZACATECAS","22.7875415","-102.5676006","Hombre","45",10H 30M 0S,10H 30M 0S,10
"1928","7501/2019","01/09/19","02:30:00 a. m.","ZACATECAS","ZACATECAS",NA,NA,"Mujer","49",2H 30M 0S,2H 30M 0S,2
"1929","8240/2019","01/09/19","12:05:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","45",12H 5M 0S,12H 5M 0S,12
"1930","7649/2019","02/09/19","08:30:00 p. m.","ZACATECAS","ZACATECAS","22.7836248","-102.5738947","Hombre","37",8H 30M 0S,20H 30M 0S,20
"1931","7553/2019","02/09/19","10:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","53",10H 0M 0S,22H 0M 0S,22
"1932","7549/2019","02/09/19","23:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","51",23H 0M 0S,23H 0M 0S,23
"1933","7546/2019","02/09/19","23:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","38",23H 0M 0S,23H 0M 0S,23
"1934","7508/2019","02/09/19","22:30:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre",NA,22H 30M 0S,22H 30M 0S,22
"1935","7671/2019","03/09/19","14:00:00","ZACATECAS","GUADALUPE","22.7581517","-102.5040816","Mujer","54",14H 0M 0S,14H 0M 0S,14
"1936","7589/2019","03/09/19","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7540169","-102.5117225","Mujer","28",3H 0M 0S,15H 0M 0S,15
"1937","7708/2019","03/09/19","19:30:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","37",19H 30M 0S,19H 30M 0S,19
"1938","7606/2019","04/09/19","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7456302","-102.5081653","Hombre","63",2H 0M 0S,14H 0M 0S,14
"1939","7647/2019","04/09/19","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7564812","-102.542234","Hombre","37",8H 0M 0S,20H 0M 0S,20
"1940","7583/2019","04/09/19","01:50:00 p. m.","ZACATECAS","ZACATECAS","22.768614","-102.5691125","Hombre","30",1H 50M 0S,13H 50M 0S,13
"1941","7596/2019","04/09/19","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7653764","-102.5478503","Hombre","33",9H 0M 0S,9H 0M 0S,9
"1942","7656/2019","05/09/19","09:20:00 p. m.","ZACATECAS","GUADALUPE","22.7612587","-102.41855","Hombre","52",9H 20M 0S,21H 20M 0S,21
"1943","8438/2019","05/09/19","08:00:00 a. m.","ZACATECAS","TRANCOSO","22.7371518","-102.3658686","Hombre","43",8H 0M 0S,8H 0M 0S,8
"1944","7968/2019","05/09/19","21:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","25",21H 0M 0S,21H 0M 0S,21
"1945","7657/2019","06/09/19","6:20:00","ZACATECAS","GUADALUPE","22.7601799","-102.538507","Mujer","19",6H 20M 0S,6H 20M 0S,6
"1946","7863/2019","06/09/19","10:00:00 p. m.","ZACATECAS","ZACATECAS","22.7653738","-102.550599","Mujer","21",10H 0M 0S,22H 0M 0S,22
"1947","7668/2019","06/09/19","21:00:00","ZACATECAS","GUADALUPE","22.755357","-102.4960214","Hombre","44",21H 0M 0S,21H 0M 0S,21
"1948","7746/2019","06/09/19","10:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","41",10H 0M 0S,10H 0M 0S,10
"1949","7731/2019","06/09/19","11:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","35",11H 0M 0S,11H 0M 0S,11
"1950","7662/2019","06/09/19","10:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","26",10H 0M 0S,10H 0M 0S,10
"1951","7829/2019","06/09/19","16:00:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","43",16H 0M 0S,16H 0M 0S,16
"1952","1761/2018","07/09/19","09:10:00 p. m.","ZACATECAS","PANUCO","22.94439","-102.565374","Hombre","68",9H 10M 0S,21H 10M 0S,21
"1953","5170/2018","07/09/19","12:00:00 p. m.","ZACATECAS","PANUCO","22.9406051","-102.486975","Hombre","54",12H 0M 0S,24H 0M 0S,24
"1954","7682/2019","07/09/19","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7844965","-102.567208","Mujer","62",6H 0M 0S,18H 0M 0S,18
"1955","7700/2019","07/09/19","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.7486111","-102.584965","Mujer",NA,9H 30M 0S,21H 30M 0S,21
"1956","7706/2019","07/09/19","02:40:00 p. m.","ZACATECAS","ZACATECAS","22.7664721","-102.5713938","Hombre","18",2H 40M 0S,14H 40M 0S,14
"1957","7725/2019","07/09/19","11:30:00 p. m.","ZACATECAS","ZACATECAS","22.7653738","-102.550599","Mujer","56",11H 30M 0S,23H 30M 0S,23
"1958","7670/2019","07/09/19","03:00:00 a. m.","ZACATECAS","ZACATECAS","22.767371","-102.5515169","Mujer","32",3H 0M 0S,3H 0M 0S,3
"1959","7707/2019","07/09/19","2:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","40",2H 0M 0S,2H 0M 0S,2
"1960","7704/2019","07/09/19","11:00:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","51",11H 0M 0S,23H 0M 0S,23
"1961","8012/2019","07/09/19","12:00:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","27",12H 0M 0S,12H 0M 0S,12
"1962","1783/2018","08/09/19","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7510532","-102.500513","Mujer","31",5H 0M 0S,17H 0M 0S,17
"1963","79/2019","08/09/19","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7709249","-102.5832539","Hombre","45",6H 0M 0S,18H 0M 0S,18
"1964","7714/2019","08/09/19","08:00:00 p. m.","ZACATECAS","TRANCOSO","22.7485756","-102.3974563","Hombre","58",8H 0M 0S,20H 0M 0S,20
"1965","7715/2019","08/09/19","11:30:00 p. m.","ZACATECAS","ZACATECAS","22.7653738","-102.550599","Hombre","18",11H 30M 0S,23H 30M 0S,23
"1966","7747/2019","09/09/19","07:00:00 p. m.","ZACATECAS","ZACATECAS","22.7685459","-102.5557599","Hombre","45",7H 0M 0S,19H 0M 0S,19
"1967","8425/2019","09/09/19","11:00:00 p. m.","ZACATECAS","ZACATECAS","22.7563888","-102.6647222","Hombre","45",11H 0M 0S,23H 0M 0S,23
"1968","7737/2019","09/09/19","04:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","27",4H 0M 0S,16H 0M 0S,16
"1969","7773/2019","10/09/19","2:40:00","ZACATECAS","ZACATECAS","22.7653738","-102.550599","Hombre","24",2H 40M 0S,2H 40M 0S,2
"1970","7759/2019","10/09/19","7:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","52",7H 0M 0S,7H 0M 0S,7
"1971","8685/2019","11/09/19","14:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","38",14H 0M 0S,14H 0M 0S,14
"1972","7839/2019","13/09/19","12:30:00 p. m.","ZACATECAS","ZACATECAS","22.742454","-102.5895556","Hombre","32",12H 30M 0S,24H 30M 0S,24
"1973","7958/2019","13/09/19","07:50:00 a. m.","ZACATECAS","ZACATECAS","22.7477235","-102.5918327","Mujer","35",7H 50M 0S,7H 50M 0S,7
"1974","7868/2019","13/09/19","20:30:00","ZACATECAS","ZACATECAS","22.7543321","-102.577485","Hombre","32",20H 30M 0S,20H 30M 0S,20
"1975","8046/2019","13/09/19","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7577486","-102.5212878","Hombre","60",11H 0M 0S,23H 0M 0S,23
"1976","5144/2019","13/09/19","04:50:00 p. m.","ZACATECAS","GUADALUPE","22.7534292","-102.4997189","Mujer","42",4H 50M 0S,16H 50M 0S,16
"1977","7943/2019","13/09/19","18:50:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","50",18H 50M 0S,18H 50M 0S,18
"1978","8375/2019","13/09/19","3:00:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","45",3H 0M 0S,3H 0M 0S,3
"1979","7995/2019","14/09/19","10:30:00 p. m.","ZACATECAS","ZACATECAS","22.768585","-102.547918","Hombre","46",10H 30M 0S,22H 30M 0S,22
"1980","7891/2019","14/09/19","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.774215","-102.583834","Hombre","64",6H 0M 0S,18H 0M 0S,18
"1981","7873/2019","14/09/19","12:15:00 a. m.","ZACATECAS","ZACATECAS","22.7685459","-102.5557599","Mujer","48",12H 15M 0S,12H 15M 0S,12
"1982","7895/2019","14/09/19","23:30:00","ZACATECAS","ZACATECAS","22.7653738","-102.550599","Hombre","34",23H 30M 0S,23H 30M 0S,23
"1983","8007/2019","15/09/19","1:30:00","ZACATECAS","GUADALUPE","22.7556753","-102.4890959","Hombre","45",1H 30M 0S,1H 30M 0S,1
"1984","7962/2019","15/09/19","21:00:00","ZACATECAS","ZACATECAS","22.7709589","-102.567114","Hombre","40",21H 0M 0S,21H 0M 0S,21
"1985","8160/2019","15/09/19","3:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","48",3H 0M 0S,3H 0M 0S,3
"1986","7894/2019","15/09/19","12:00:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","22",12H 0M 0S,12H 0M 0S,12
"1987","8264/2019","15/09/19","1:20:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","23",1H 20M 0S,1H 20M 0S,1
"1988","8997/2019","15/09/19","0:00:00","ZACATECAS",NA,NA,NA,"Hombre","66",0S,0S,0
"1989","7910/2019","15/09/19","21:45:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","35",21H 45M 0S,21H 45M 0S,21
"1990","7945/2019","16/09/19","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.752014","-102.5671224","Hombre","56",5H 0M 0S,17H 0M 0S,17
"1991","7893/2019","16/09/19","02:00:00 a. m.","ZACATECAS","ZACATECAS","22.7685459","-102.5557599","Mujer","45",2H 0M 0S,2H 0M 0S,2
"1992","8463/2019","16/09/19","06:00:00 a. m.","ZACATECAS","GENARO CODINA","22.5911815","-102.6517648","Hombre","29",6H 0M 0S,6H 0M 0S,6
"1993","7952/2019","16/09/19","0:20:00","ZACATECAS","GUADALUPE",NA,NA,NA,"27",20M 0S,20M 0S,0
"1994","8556/2019","16/09/19","06:15:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Mujer","26",6H 15M 0S,18H 15M 0S,18
"1995","8030/2019","16/09/19","3:35:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","66",3H 35M 0S,3H 35M 0S,3
"1996","8093/2019","16/09/19","12:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","57",12H 0M 0S,24H 0M 0S,24
"1997","7964/2019","16/09/19","07:00:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Mujer","46",7H 0M 0S,19H 0M 0S,19
"1998","7933/2019","17/09/19","12:40:00","ZACATECAS","GUADALUPE","22.7659793","-102.5340379","Hombre","36",12H 40M 0S,12H 40M 0S,12
"1999","8023/2019","17/09/19","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7649671","-102.5119289","Mujer","17",5H 0M 0S,17H 0M 0S,17
"2000","7942/2019","17/09/19","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7660865","-102.5723709","Hombre","47",10H 0M 0S,10H 0M 0S,10
"2001","8094/2019","17/09/19","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.777697","-102.612242","Mujer","35",11H 0M 0S,11H 0M 0S,11
"2002","8415/2019","17/09/19","09:00:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","45",9H 0M 0S,21H 0M 0S,21
"2003","7969/2019","17/09/19","11:00:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","22",11H 0M 0S,23H 0M 0S,23
"2004","10619/2019","17/09/19","06:00:00 p. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","46",6H 0M 0S,18H 0M 0S,18
"2005","8054/2019","18/09/19","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.7689237","-102.5768533","Hombre","25",9H 30M 0S,21H 30M 0S,21
"2006","8044/2019","18/09/19","11:00:00 p. m.","ZACATECAS","ZACATECAS","22.7569929","-102.5974622","Hombre","16",11H 0M 0S,23H 0M 0S,23
"2007","8047/2019","18/09/19","03:20:00 p. m.","ZACATECAS","ZACATECAS","21.3611874","-101.9291054","Hombre","66",3H 20M 0S,15H 20M 0S,15
"2008","8041/2019","18/09/19","21:30:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","35",21H 30M 0S,21H 30M 0S,21
"2009","8572/2019","18/09/19","11:43:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","45",11H 43M 0S,23H 43M 0S,23
"2010","8077/2019","19/09/19","02:00:00 p. m.","ZACATECAS","HUANUSCO","22.7227158","-102.5080242","Hombre","50",2H 0M 0S,14H 0M 0S,14
