"","Número de CUI","Fecha del delito","Hora del delito","Estado","Municipio","Latitud","Longitud","Sexo de la Víctima","Edad de la víctima","tiempo_num","hora_delito","hora"
"555","6756/2018","10/11/18","11:30:00","ZACATECAS","ZACATECAS","22.7737249","-102.579286","Hombre","40",11H 30M 0S,11H 30M 0S,11
"556","6689/2018","10/11/18","04:20:00 p. m.","ZACATECAS","GUADALUPE","22.7391623","-102.511878","Hombre","36",4H 20M 0S,16H 20M 0S,16
"557","6763/2019","10/11/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7499685","-102.5180644","Hombre","67",8H 0M 0S,8H 0M 0S,8
"558","5014/2018","11/11/18","01:30:00 p. m.","ZACATECAS","GUADALUPE","22.7667421","-102.5174196","Hombre","29",1H 30M 0S,13H 30M 0S,13
"559","6772/2018","11/11/18","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7537261","-102.5307662","Mujer","31",3H 0M 0S,15H 0M 0S,15
"560","6726/2018","11/11/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","37",5H 0M 0S,17H 0M 0S,17
"561","7368/2018","11/11/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7541699","-102.513744","Hombre","34",7H 0M 0S,19H 0M 0S,19
"562","6906/2018","11/11/18","08:30:00 a. m.","ZACATECAS","GUADALUPE","22.7599713","-102.4309","Hombre","38",8H 30M 0S,8H 30M 0S,8
"563","7000/2018","11/11/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.75481","-102.503432","Hombre",NA,5H 0M 0S,17H 0M 0S,17
"564","6757/2018","11/11/18","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7543686","-102.606775","Hombre","29",6H 0M 0S,18H 0M 0S,18
"565","6776/2018","11/11/18","04:30:00 p. m.","ZACATECAS","GUADALUPE","22.7623721","-102.496107","Mujer","25",4H 30M 0S,16H 30M 0S,16
"566","6733/2018","12/11/18","11:15:00 a. m.","ZACATECAS","PANUCO","22.993808","-102.55213","Hombre","28",11H 15M 0S,11H 15M 0S,11
"567","6812/2018","13/11/18","02:30:00 a. m.","ZACATECAS","ZACATECAS","22.7611111","-102.5953506","Hombre","42",2H 30M 0S,2H 30M 0S,2
"568","158/2019","13/11/18","03:15:00 a. m.","ZACATECAS","ZACATECAS","22.7436864","-102.5884871","Hombre","44",3H 15M 0S,3H 15M 0S,3
"569","6801/2018","13/11/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.774945","-102.573876","Hombre","35",4H 0M 0S,16H 0M 0S,16
"570","6810/2018","14/11/18","04:30:00 p. m.","ZACATECAS","MORELOS","22.8938888","-102.583611","Mujer","35",4H 30M 0S,16H 30M 0S,16
"571","6828/2018","15/11/18","09:30:00 a. m.","ZACATECAS","VETAGRANDE","22.8309522","-102.5045844",NA,NA,9H 30M 0S,9H 30M 0S,9
"572",NA,"Hombre","0:00:00","JUBILADO","FORD","Marca FORD, Modelo 19, Tipo PICK UP, Linea F-200 y Color BLANCA","#AC2LGJ-563",NA,NA,0S,0S,0
"573","7037/2018","15/11/18","01:30:00 p. m.","ZACATECAS","ZACATECAS","22.7604047","-102.5471101","Hombre","33",1H 30M 0S,13H 30M 0S,13
"574","7039/2018","15/11/18","02:19:00 p. m.","ZACATECAS","ZACATECAS","22.7623721","-102.4961067","Mujer","60",2H 19M 0S,14H 19M 0S,14
"575","6971/2018","16/11/18","09:09:00 a. m.","ZACATECAS","ZACATECAS","22.770727","-102.590902","Hombre","44",9H 9M 0S,9H 9M 0S,9
"576","6974/2018","16/11/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.71999","-102.477096","Mujer","27",7H 0M 0S,19H 0M 0S,19
"577","6857/2018","16/11/18","02:50:00 p. m.","ZACATECAS","PANUCO","23.012071","-102.516303","Hombre","41",2H 50M 0S,14H 50M 0S,14
"578","6972/2018","16/11/18","9:00:00","ZACATECAS","GUADALUPE","22.7445021","-102.512504","Hombre","31",9H 0M 0S,9H 0M 0S,9
"579","6975/2018","16/11/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7536266","-102.510861","Mujer","28",7H 0M 0S,19H 0M 0S,19
"580","6951/2018","17/11/18","01:40:00 p. m.","ZACATECAS","GUADALUPE","22.7495999","-102.520472","Hombre","27",1H 40M 0S,13H 40M 0S,13
"581","2476/2019","17/11/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7882129","-102.4232","Hombre","54",8H 0M 0S,8H 0M 0S,8
"582","6880/2018","18/11/18","06:00:00 p. m.","ZACATECAS","ZACATECAS","23.1447222","-103.155833","Hombre","55",6H 0M 0S,18H 0M 0S,18
"583","6879/2018","18/11/18","06:30:00 a. m.","ZACATECAS","ZACATECAS","22.7552975","-102.599263","Hombre","35",6H 30M 0S,6H 30M 0S,6
"584","6872/2018","18/11/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7561436","-102.421929","Hombre","24",2H 0M 0S,14H 0M 0S,14
"585","7162/2018","18/11/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7482206","-102.524604","Hombre","53",6H 0M 0S,18H 0M 0S,18
"586","68/2019","18/11/18","17:00:00","ZACATECAS","GUADALUPE","22.7575877","-102.5000244","Hombre","32",17H 0M 0S,17H 0M 0S,17
"587","6955/2018","19/11/18","05:30:00 p. m.","ZACATECAS","GUADALUPE","22.7686282","-102.5723871","Mujer","58",5H 30M 0S,17H 30M 0S,17
"588","7141/2018","19/11/18","07:40:00 p. m.","ZACATECAS","ZACATECAS","22.7568127","-102.578894","Mujer","43",7H 40M 0S,19H 40M 0S,19
"589","6887/2018","19/11/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","78",10H 0M 0S,10H 0M 0S,10
"590","6919/2018","19/11/18","10:30:00","ZACATECAS","ZACATECAS","22.7791132","-102.570472","Hombre","19",10H 30M 0S,10H 30M 0S,10
"591","6936/2018","20/11/18","06:45:00 p. m.","ZACATECAS","GUADALUPE","22.7608879","-102.540237","Hombre","52",6H 45M 0S,18H 45M 0S,18
"592","7099/2018","21/11/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7194262","-102.4764264","Mujer","33",1H 0M 0S,13H 0M 0S,13
"593","380/2019","21/11/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7607111","-102.5476367","Hombre","48",4H 0M 0S,16H 0M 0S,16
"594","7169/2018","21/11/18","02:30:00 p. m.","ZACATECAS","ZACATECAS","22.7638586","-102.5912203","Mujer","45",2H 30M 0S,14H 30M 0S,14
"595","1092/2019","21/11/18","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.72037","-102.476325","Mujer","25",9H 0M 0S,9H 0M 0S,9
"596","7633/2018","21/11/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7482206","-102.524604","Mujer","49",7H 0M 0S,19H 0M 0S,19
"597","6962/2018","21/11/18","12:45:00 p. m.","ZACATECAS","ZACATECAS","22.7737707","-102.575129","Mujer","60",12H 45M 0S,24H 45M 0S,24
"598","7199/2018","22/11/18","12:40:00","ZACATECAS","GUADALUPE","22.7540149","-102.532009","Hombre","42",12H 40M 0S,12H 40M 0S,12
"599","7097/2018","24/11/18","04:15:00 p. m.","ZACATECAS","PANUCO","23.008079","-102.483318","Hombre","34",4H 15M 0S,16H 15M 0S,16
"600","7029/2018","24/11/18","12:20:00 p. m.","ZACATECAS","ZACATECAS","22.7737419","-102.5792706","Hombre","32",12H 20M 0S,24H 20M 0S,24
"601","7063/2018","24/11/18","07:30:00 p. m.","ZACATECAS","GUADALUPE","22.887043","-102.3052","Hombre","58",7H 30M 0S,19H 30M 0S,19
"602","7058/2018","24/11/18","18:00:00","ZACATECAS","GUADALUPE","22.759135","-102.504706","Hombre","34",18H 0M 0S,18H 0M 0S,18
"603","7096/2018","25/11/18","10:30:00 a. m.","ZACATECAS","GUADALUPE","22.7586702","-102.504951","Mujer","35",10H 30M 0S,10H 30M 0S,10
"604","7159/2018","26/11/18","05:55:00 p. m.","ZACATECAS","ZACATECAS","22.7918193","-102.560022","Mujer","57",5H 55M 0S,17H 55M 0S,17
"605","7836/2018","26/11/18","08:30:00 p. m.","ZACATECAS","ZACATECAS","22.7702662","-102.591968","Hombre","51",8H 30M 0S,20H 30M 0S,20
"606","4491/2019","26/11/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7494666","-102.5134912","Mujer",NA,8H 0M 0S,8H 0M 0S,8
"607","6587/2018","27/11/18","21:15:00","ZACATECAS","GUADALUPE","22.7560507","-102.4659","Hombre","34",21H 15M 0S,21H 15M 0S,21
"608","7143/2018","27/11/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7478237","-102.512034","Mujer","38",10H 0M 0S,10H 0M 0S,10
"609","7172/2018","28/11/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7707894","-102.506058","Hombre","30",4H 0M 0S,16H 0M 0S,16
"610","7135/2018","28/11/18","11:00:00","ZACATECAS","GUADALUPE","22.7614648","-102.507577","Hombre","62",11H 0M 0S,11H 0M 0S,11
"611","7461/2018","28/11/18","21:30:00","ZACATECAS","GUADALUPE","22.7501343","-102.525859","Mujer","37",21H 30M 0S,21H 30M 0S,21
"612","6968/2018","28/11/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.8852777","-102.305833","Mujer","59",10H 0M 0S,10H 0M 0S,10
"613","7190/2018","29/11/18","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.7529324","-102.589457","Mujer","48",5H 0M 0S,17H 0M 0S,17
"614","8073/2018","30/11/18","01:30:00 p. m.","ZACATECAS","GUADALUPE","22.7400036","-102.521655","Mujer","53",1H 30M 0S,13H 30M 0S,13
"615","7203/2018","30/11/18","14:20:00","ZACATECAS","GUADALUPE","22.7530608","-102.52819","Mujer","42",14H 20M 0S,14H 20M 0S,14
"616","7208/2018","01/12/18","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.763746","-102.5696146","Hombre","65",7H 0M 0S,7H 0M 0S,7
"617","7645/2018","01/12/18","11:15:00 p. m.","ZACATECAS","ZACATECAS","22.7638392","-102.586161","Hombre","19",11H 15M 0S,23H 15M 0S,23
"618","7245/2018","01/12/18","13:00:00","ZACATECAS","GUADALUPE","22.7691382","-102.53629","Hombre","82",13H 0M 0S,13H 0M 0S,13
"619","7448/2018","02/12/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.762","-102.4894378","Mujer","34",10H 0M 0S,10H 0M 0S,10
"620","7403/2018","02/12/18","07:30:00 p. m.","ZACATECAS","GUADALUPE","22.7730415","-102.4866608","Mujer","33",7H 30M 0S,19H 30M 0S,19
"621","7389/2018","02/12/18","9:36:00","ZACATECAS","ZACATECAS","22.7709069","-102.572176","Hombre","44",9H 36M 0S,9H 36M 0S,9
"622","7246/2018","03/12/18","6:55:00","ZACATECAS","GUADALUPE","22.7541861","-102.53336","Hombre","25",6H 55M 0S,6H 55M 0S,6
"623","7386/2018","03/12/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7653481","-102.4788","Mujer","47",6H 0M 0S,18H 0M 0S,18
"624","7384/2018","03/12/18","07:30:00 p. m.","ZACATECAS","ZACATECAS","22.7534538","-102.590216","Mujer","28",7H 30M 0S,19H 30M 0S,19
"625","7374/2018","03/12/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.6528344","-102.493842","Hombre","48",8H 0M 0S,8H 0M 0S,8
"626","7251/2018","03/12/18","13:49:00","ZACATECAS","GUADALUPE","22.7603774","-102.538704","Hombre","63",13H 49M 0S,13H 49M 0S,13
"627","7238/2018","03/12/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.813599","-102.403841","Hombre","39",6H 0M 0S,18H 0M 0S,18
"628","7377/2018","04/12/18","06:00:00 p. m.","ZACATECAS","PANUCO","22.877448","-102.5409255","Mujer","54",6H 0M 0S,18H 0M 0S,18
"629","7593/2019","04/12/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7579995","-102.477946","Mujer","31",4H 0M 0S,16H 0M 0S,16
"630","7385/2018","04/12/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7835769","-102.496646","Mujer","27",1H 0M 0S,13H 0M 0S,13
"631","7334/2018","04/12/18","13:00:00","ZACATECAS","ZACATECAS","22.77309","-102.572527","Hombre","63",13H 0M 0S,13H 0M 0S,13
"632","7397/2019","04/12/18","09:10:00 p. m.","ZACATECAS","ZACATECAS","22.7525209","-102.6044434","Mujer","31",9H 10M 0S,21H 10M 0S,21
"633","8666/2019","04/12/18","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.7561436","-102.4219291","Hombre","66",5H 0M 0S,17H 0M 0S,17
"634","7375/2018","05/12/18","02:00:00 p. m.","ZACATECAS","ZACATECAS","22.769225","-102.603388","Hombre","35",2H 0M 0S,14H 0M 0S,14
"635","7522/2018","05/12/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7571913","-102.5297653","Hombre","33",1H 0M 0S,13H 0M 0S,13
"636","7510/2018","05/12/18","09:20:00 a. m.","ZACATECAS","GUADALUPE","22.760196","-102.54156","Mujer","34",9H 20M 0S,9H 20M 0S,9
"637","7515/2018","05/12/18","8:00:00","ZACATECAS","ZACATECAS","22.7730107","-102.574669","Hombre","43",8H 0M 0S,8H 0M 0S,8
"638","7671/2018","06/12/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7428958","-102.5150208","Hombre","30",10H 0M 0S,10H 0M 0S,10
"639","7569/2018","06/12/18","07:00:00 a. m.","ZACATECAS","GUADALUPE","22.7465921","-102.5090229","Hombre","30",7H 0M 0S,7H 0M 0S,7
"640","7551/2018","06/12/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.755363","-102.492466","Mujer","56",11H 0M 0S,11H 0M 0S,11
"641","7543/2018","06/12/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7597463","-102.4793119","Mujer","23",8H 0M 0S,20H 0M 0S,20
"642","7391/2018","06/12/18","10:00:00 p. m.","ZACATECAS","ZACATECAS","22.7788335","-102.5724466","Mujer","80",10H 0M 0S,22H 0M 0S,22
"643","7610/2018","06/12/18","14:30:00","ZACATECAS","GUADALUPE","22.754882","-102.537108","Mujer","29",14H 30M 0S,14H 30M 0S,14
"644","7545/2018","06/12/18","10:30:00 p. m.","ZACATECAS","GUADALUPE","22.7554345","-102.541216","Hombre","39",10H 30M 0S,22H 30M 0S,22
"645","7626/2019","06/12/18","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.7487229","-102.52553","Hombre","25",8H 30M 0S,20H 30M 0S,20
"646","8035/2018","07/12/18","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.7723873","-102.573002","Mujer","20",7H 0M 0S,7H 0M 0S,7
"647","1236/2019","07/12/18","13:30:00","ZACATECAS","GENERAL PANFILO NATERA","22.6629943","-102.110902","Mujer","37",13H 30M 0S,13H 30M 0S,13
"648","7425/2018","07/12/18","9:00:00","ZACATECAS","ZACATECAS","22.771779","-102.597045","Hombre","24",9H 0M 0S,9H 0M 0S,9
"649","7518/2018","07/12/18","17:00:00","ZACATECAS","GUADALUPE","22.717787","-102.480713","Mujer","28",17H 0M 0S,17H 0M 0S,17
"650","1272/2018","08/12/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.7682185","-102.5358147","Hombre",NA,12H 0M 0S,24H 0M 0S,24
"651","7701/2018","08/12/18","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.72021","-102.47633","Hombre","27",11H 0M 0S,23H 0M 0S,23
"652","7435/2018","08/12/18","07:30:00 p. m.","ZACATECAS","GUADALUPE","22.756306","-102.494454","Hombre","31",7H 30M 0S,19H 30M 0S,19
"653","7552/2018","08/12/18","12:00:00","ZACATECAS","GUADALUPE","22.7643655","-102.544862","Mujer","68",12H 0M 0S,12H 0M 0S,12
"654","7611/2018","08/12/18","04:30:00 p. m.","ZACATECAS","ZACATECAS","22.7544756","-102.53437","Hombre","76",4H 30M 0S,16H 30M 0S,16
"655","7514/2018","08/12/18","09:50:00 a. m.","ZACATECAS","GUADALUPE","22.7499685","-102.518064","Hombre","75",9H 50M 0S,9H 50M 0S,9
"656","7559/2018","08/12/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7512974","-102.5131734","Hombre","60",10H 0M 0S,10H 0M 0S,10
"657","74/2018","09/12/18","10:30:00 p. m.","ZACATECAS","GUADALUPE","22.7303635","-102.5246421","Mujer","22",10H 30M 0S,22H 30M 0S,22
"658","7601/2018","09/12/18","10:30:00","ZACATECAS","GUADALUPE","22.7527535","-102.533008","Hombre","57",10H 30M 0S,10H 30M 0S,10
"659","7449/2018","09/12/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7728226","-102.486806","Hombre","37",8H 0M 0S,20H 0M 0S,20
"660","465/2018","09/12/18","04:30:00 a. m.","ZACATECAS","GUADALUPE","22.7424691","-102.503433","Hombre","29",4H 30M 0S,4H 30M 0S,4
"661","7500/2018","10/12/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.755065","-102.5867175","Hombre","19",9H 0M 0S,9H 0M 0S,9
"662","7494/2018","10/12/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7418523","-102.521864","Hombre","28",4H 0M 0S,16H 0M 0S,16
"663","7528/2018","10/12/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7740275","-102.499153","Hombre","48",11H 0M 0S,11H 0M 0S,11
"664","7606/2018","11/12/18","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7331868","-102.522633","Hombre","22",11H 0M 0S,23H 0M 0S,23
"665","7534/2018","11/12/18","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.7488203","-102.586591","Hombre","45",11H 0M 0S,11H 0M 0S,11
"666","7540/2018","11/12/18","07:00:00 p. m.","ZACATECAS","ZACATECAS","22.7568127","-102.578894","Hombre","24",7H 0M 0S,19H 0M 0S,19
"667","7579/2019","11/12/18","05:00:00 a. m.","ZACATECAS","ZACATECAS","22.758159","-102.571074","Mujer","64",5H 0M 0S,5H 0M 0S,5
"668","7583/2018","11/12/18","17:30:00","ZACATECAS","ZACATECAS","22.7756717","-102.574833","Hombre","47",17H 30M 0S,17H 30M 0S,17
"669","7858/2018","11/12/18","10:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","46",10H 0M 0S,10H 0M 0S,10
"670","7616/2018","12/12/18","05:00:00 a. m.","ZACATECAS","ZACATECAS","22.7726976","-102.6006616","Hombre","40",5H 0M 0S,5H 0M 0S,5
"671","7590/2018","12/12/18","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7764689","-102.5804443","Hombre","45",9H 0M 0S,21H 0M 0S,21
"672","7588/2018","12/12/18","04:15:00 a. m.","ZACATECAS","GUADALUPE","22.7361473","-102.494962","Hombre","38",4H 15M 0S,4H 15M 0S,4
"673","7595/2018","12/12/18","07:13:00 a. m.","ZACATECAS","ZACATECAS","22.664345","-102.111","Mujer","43",7H 13M 0S,7H 13M 0S,7
"674","7857/2018","12/12/18","07:00:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","24",7H 0M 0S,7H 0M 0S,7
"675","7966/2018","13/12/18","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.74611","-102.517907","Hombre","42",6H 0M 0S,6H 0M 0S,6
"676","7647/2018","13/12/18","03:30:00 p. m.","ZACATECAS","GUADALUPE","22.759135","-102.504706","Hombre","59",3H 30M 0S,15H 30M 0S,15
"677","7769/2018","13/12/18","10:10:00 a. m.","ZACATECAS","ZACATECAS","22.75368","-102.611563","Hombre","42",10H 10M 0S,10H 10M 0S,10
"678","7732/2019","13/12/18","01:00:00 p. m.","ZACATECAS","ZACATECAS","22.7734541","-102.570944","Mujer","30",1H 0M 0S,13H 0M 0S,13
"679","7662/2018","14/12/18","12:30:00 p. m.","ZACATECAS","ZACATECAS","22.7669148","-102.5704206","Hombre","40",12H 30M 0S,24H 30M 0S,24
"680","7646/2018","14/12/18","01:30:00 p. m.","ZACATECAS","ZACATECAS","22.76492","-102.601351","Hombre",NA,1H 30M 0S,13H 30M 0S,13
"681","7651/2018","14/12/18","20:00:00","ZACATECAS","ZACATECAS","22.7641322","-102.575541","Hombre","58",20H 0M 0S,20H 0M 0S,20
"682","7744/2018","14/12/18","0:00:00","ZACATECAS","ZACATECAS","22.7494783","-102.584357","Mujer","32",0S,0S,0
"683","7668/2018","15/12/18","01:00:00 a. m.","ZACATECAS","ZACATECAS","22.7663774","-102.578329","Mujer","54",1H 0M 0S,1H 0M 0S,1
"684","7657/2018","15/12/18","09:00:00 p. m.","ZACATECAS","GUADALUPE","22.7441401","-102.514912","Mujer","21",9H 0M 0S,21H 0M 0S,21
"685","7656/2018","15/12/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","58",8H 0M 0S,8H 0M 0S,8
"686","7660/2018","15/12/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7578805","-102.5724134","Mujer",NA,10H 0M 0S,10H 0M 0S,10
"687","7665/2018","15/12/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.760868","-102.5520333","Mujer","37",7H 0M 0S,19H 0M 0S,19
"688","7702/2018","15/12/18","01:00:00 a. m.","ZACATECAS","TRANCOSO","22.7153746","-102.3265935","Hombre","40",1H 0M 0S,1H 0M 0S,1
"689","7743/2019","15/12/18","03:30:00 p. m.","ZACATECAS","GUADALUPE","22.7693334","-102.507625","Hombre","43",3H 30M 0S,15H 30M 0S,15
"690","178/2019","15/12/18","02:30:00 p. m.","ZACATECAS","ZACATECAS","22.7614972","-102.547327","Mujer","52",2H 30M 0S,14H 30M 0S,14
"691","7361/2019","15/12/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","23.1730174","-102.8670629","Hombre","40",5H 0M 0S,17H 0M 0S,17
"692","7672/2018","16/12/18","01:45:00 p. m.","ZACATECAS","GUADALUPE","22.7495999","-102.520472","Hombre","33",1H 45M 0S,13H 45M 0S,13
"693","7713/2018","16/12/18","03:59:00 p. m.","ZACATECAS","ZACATECAS","22.763723","-102.597143","Hombre","29",3H 59M 0S,15H 59M 0S,15
"694","7711/2018","16/12/18","06:50:00 p. m.","ZACATECAS","GUADALUPE","22.7610569","-102.479444","Hombre","29",6H 50M 0S,18H 50M 0S,18
"695","7677/2018","17/12/18","11:30:00 p. m.","ZACATECAS","GUADALUPE","22.7481355","-102.51843","Hombre","19",11H 30M 0S,23H 30M 0S,23
"696","7884/2018","17/12/18","08:30:00 a. m.","ZACATECAS","GUADALUPE","22.7319015","-102.5281306","Hombre","29",8H 30M 0S,8H 30M 0S,8
"697","8030/2018","17/12/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7540029","-102.5139246","Hombre","21",11H 0M 0S,11H 0M 0S,11
"698","8062/2018","17/12/18","04:45:00 p. m.","ZACATECAS","GUADALUPE","22.7173916","-102.486864","Hombre","27",4H 45M 0S,16H 45M 0S,16
"699","7724/2018","17/12/18","09:45:00 p. m.","ZACATECAS","ZACATECAS","22.7529366","-102.6036644","Mujer","24",9H 45M 0S,21H 45M 0S,21
"700","7725/2018","17/12/18","11:30:00 a. m.","ZACATECAS","ZACATECAS","22.7602717","-102.5973217","Hombre",NA,11H 30M 0S,11H 30M 0S,11
"701","7747/2018","17/12/18","6:00:00","ZACATECAS","ZACATECAS","22.7726868","-102.587147","Hombre","48",6H 0M 0S,6H 0M 0S,6
"702","7821/2019","17/12/18","16:00:00","ZACATECAS","ZACATECAS","22.7499685","-102.518064","Mujer","43",16H 0M 0S,16H 0M 0S,16
"703","7758/2018","18/12/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7711395","-102.5746593","Hombre","30",9H 0M 0S,9H 0M 0S,9
"704","7746/2018","18/12/18","11:20:00 a. m.","ZACATECAS","GUADALUPE","22.7583415","-102.4996189","Hombre","23",11H 20M 0S,11H 20M 0S,11
"705","7727/2018","18/12/18","10:00:00 p. m.","ZACATECAS","GENERAL ENRIQUE ESTRADA","23.0480642","-102.773055","Mujer","26",10H 0M 0S,22H 0M 0S,22
"706","7755/2018","18/12/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.7738305","-102.575484","Mujer","32",4H 0M 0S,16H 0M 0S,16
"707","8051/2018","18/12/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7502827","-102.49627","Hombre","76",6H 0M 0S,18H 0M 0S,18
"708","8047/2018","18/12/18","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7345181","-102.520405","Hombre","43",10H 0M 0S,22H 0M 0S,22
"709","7869/2018","18/12/18","15:30:00","ZACATECAS","GUADALUPE","22.7586","-102.494578","Hombre","32",15H 30M 0S,15H 30M 0S,15
"710","6885/2018","19/12/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7686101","-102.5724244","Hombre","21",8H 0M 0S,20H 0M 0S,20
"711","8050/2018","19/12/18","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.758591","-102.481301","Hombre","37",8H 30M 0S,20H 30M 0S,20
"712","8048/2018","19/12/18","08:10:00 a. m.","ZACATECAS","GUADALUPE","22.7521299","-102.508951","Hombre","33",8H 10M 0S,8H 10M 0S,8
"713","7841/2018","20/12/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7485877","-102.58291","Hombre","51",9H 0M 0S,9H 0M 0S,9
"714","7970/2018","20/12/18","9:00:00","ZACATECAS","GUADALUPE","22.770632","-102.505771","Hombre","21",9H 0M 0S,9H 0M 0S,9
"715","7849/2019","20/12/18","21:00:00","ZACATECAS","ZACATECAS","22.7716651","-102.543023","Hombre","27",21H 0M 0S,21H 0M 0S,21
"716","91/2019","20/12/18","20:00:00","ZACATECAS","GUADALUPE","22.7662773","-102.517759","Mujer","55",20H 0M 0S,20H 0M 0S,20
"717","70/2018","21/12/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.72037","-102.476337","Hombre","29",12H 0M 0S,24H 0M 0S,24
"718","7919/2018","21/12/18","16:30:00","ZACATECAS","ZACATECAS","22.7520999","-102.610391","Mujer","34",16H 30M 0S,16H 30M 0S,16
"719","8067/2018","21/12/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7577416","-102.49902","Mujer",NA,1H 0M 0S,13H 0M 0S,13
"720","7881/2018","21/12/18","16:00:00","ZACATECAS","ZACATECAS","22.7763079","-102.580688","Hombre","41",16H 0M 0S,16H 0M 0S,16
"721","7855/2018","21/12/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.75946","-102.5306","Hombre","54",8H 0M 0S,8H 0M 0S,8
"722","7964/2018","22/12/18","12:10:00 p. m.","ZACATECAS","GUADALUPE","22.7499961","-102.5323213","Hombre","29",12H 10M 0S,24H 10M 0S,24
"723","7908/2018","22/12/18","01:18:00 p. m.","ZACATECAS","ZACATECAS","22.7716957","-102.595262","Hombre","72",1H 18M 0S,13H 18M 0S,13
